PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,LATITUDE,LONGITUDE
Single Family Residential,1030 Woodlane Dr NE,Lancaster,OH,43130,499900,5,6.5,Pleasant,5884,25264,1984,46,85,,Active,,,http://www.redfin.com/OH/Lancaster/1030-Woodlane-Dr-NE-43130/home/70602112,39.738242,-82.5780244
Single Family Residential,164 Terrace Ct,Lancaster,OH,43130,235000,3,2.5,,2168,15245,1974,49,108,,Active,,,http://www.redfin.com/OH/Lancaster/164-Terrace-Ct-43130/home/70627680,39.7240035,-82.5614631
Single Family Residential,738 E Wheeling St,Lancaster,OH,43130,124900,4,2,,660,9147,1900,49,189,,Active,,,http://www.redfin.com/OH/Lancaster/738-E-Wheeling-St-43130/home/70629194,39.7145819,-82.5869794
Single Family Residential,1710 Graylock St,Lancaster,OH,43130,50900,3,1,,1147,6534,1900,50,44,,Active,,,http://www.redfin.com/OH/Lancaster/1710-Graylock-St-43130/home/70620157,39.725593,-82.625547
Single Family Residential,3844 Duffy Rd SE,Lancaster,OH,43130,264900,3,2.5,Berne,1764,220413,1994,50,150,,Active,,,http://www.redfin.com/OH/Lancaster/3844-Duffy-Rd-SE-43130/home/70589307,39.705325,-82.528407
Condo/Co-op,250 Trace Dr Unit B,Lancaster,OH,43130,115900,3,1.5,,1152,871,1974,51,101,175,Active,,,http://www.redfin.com/OH/Lancaster/250-Trace-Dr-43130/unit-B/home/70632788,39.708298,-82.623844
Single Family Residential,1112 E Chestnut St,Lancaster,OH,43130,65000,2,1,,1164,5227,,52,56,,Active,,,http://www.redfin.com/OH/Lancaster/1112-E-Chestnut-St-43130/home/70628939,39.7125231,-82.5804745
Single Family Residential,1164 Woodlane Dr NE,Lancaster,OH,43130,319900,3,3,Pleasant,2199,21780,1994,53,145,,Active,,,http://www.redfin.com/OH/Lancaster/1164-Woodlane-Dr-NE-43130/home/70602127,39.7404814,-82.5773485
Vacant Land,0 Tarkiln Rd SE,Lancaster,OH,43130,299900,,,Berne,,1575565,,57,,,Active,,,http://www.redfin.com/OH/Berne-Township/Tarkiln-Rd-SE-43130/home/70589993,39.660532,-82.592769
Multi-Family (2-4 Unit),305 Madison Ave,Lancaster,OH,43130,134900,,,,2464,7405,1900,57,55,,Active,,,http://www.redfin.com/OH/Lancaster/305-Madison-Ave-43130/home/70625738,39.716057,-82.5881198
Single Family Residential,823 Cherokee Dr,,OH,43130,52700,3,1,,,,1955,58,,,Active,,,http://www.redfin.com/OH/Lancaster/823-Cherokee-Dr-43130/home/70629708,39.7114366,-82.584783
Single Family Residential,607 Slocum Ave,Lancaster,OH,43130,39900,2,2,,808,5662,1900,58,49,,Active,,,http://www.redfin.com/OH/Lancaster/607-Slocum-Ave-43130/home/70620776,39.7209058,-82.6132461
Single Family Residential,923 N Pierce Ave,Lancaster,OH,43130,63900,2,1,,1448,6534,1916,58,44,,Active,,,http://www.redfin.com/OH/Lancaster/923-Pierce-Ave-43130/home/70620109,39.7255603,-82.618397
Single Family Residential,2851 Coonpath Rd NE,Lancaster,OH,43130,140000,3,2.5,Pleasant,1904,19602,1983,58,74,,Active,,,http://www.redfin.com/OH/Lancaster/2851-Coonpath-Rd-NE-43130/home/70602257,39.7660489,-82.5418759
Vacant Land,1900 Branch Pl,Lancaster,OH,43130,25000,,,,,11325,,61,,,Active,,,http://www.redfin.com/OH/Lancaster/1900-Branch-Pl-43130/home/70587356,39.7456903,-82.5821876
Vacant Land,1901 Branch Pl,Lancaster,OH,43130,25000,,,,,11325,,61,,,Active,,,http://www.redfin.com/OH/Lancaster/1901-Branch-Pl-43130/home/70587357,39.7457128,-82.5828379
Vacant Land,1907 Branch Pl,Lancaster,OH,43130,27000,,,,,12196,,61,,,Active,,,http://www.redfin.com/OH/Lancaster/1907-Branch-Pl-43130/home/70587350,39.7459844,-82.5828587
Vacant Land,1921 Branch Pl,Lancaster,OH,43130,27000,,,,,15681,,61,,,Active,,,http://www.redfin.com/OH/Lancaster/1921-Branch-Pl-43130/home/70587351,39.7462772,-82.5828576
Single Family Residential,513 Tarkiln Rd SE,Lancaster,OH,43130,159900,4,1.5,Berne,1648,40075,1974,62,97,,Active,,,http://www.redfin.com/OH/Lancaster/513-Tarkiln-Rd-SE-43130/home/70589957,39.6568256,-82.593906
Vacant Land,0 Wacker Dr,Lancaster,OH,43130,53000,,,,,13068,,62,,,Active,,,http://www.redfin.com/OH/Lancaster/Wacker-Dr-43130/home/70624553,39.737414,-82.616716
Single Family Residential,833 3rd St,Lancaster,OH,43130,79900,3,1,,1120,2613,1900,63,71,,Active,,,http://www.redfin.com/OH/Lancaster/833-3rd-St-43130/home/70630552,39.7021511,-82.6006208
Single Family Residential,5158 Lancaster-new Lexington Rd NE,Lancaster,OH,43130,324900,3,2,Pleasant,1932,105850,2018,64,168,,Active,,,http://www.redfin.com/OH/Lancaster/5158-Lancaster-New-Lexington-Rd-NE-43130/home/146509916,39.7205739,-82.4996663
Single Family Residential,1633 E Glenhurst Dr NW,Lancaster,OH,43130,549900,4,2.5,Bloom,3988,70567,1999,66,138,26,Active,,,http://www.redfin.com/OH/Lancaster/1633-E-Glenhurst-Dr-NW-43130/home/70592710,39.7565842,-82.7575113
Vacant Land,5990 Old Logan Rd SE,Lancaster,OH,43130,44000,,,Berne,,116305,,66,,,Active,,,http://www.redfin.com/OH/Lancaster/5990-Old-Logan-Rd-SE-43130/home/70589848,39.635104,-82.555348
Single Family Residential,1407 Leslie Ln NE,Lancaster,OH,43130,560000,4,3.5,Pleasant,4600,188179,1992,66,122,,Active,,,http://www.redfin.com/OH/Lancaster/1407-Leslie-Ln-NE-43130/home/70602723,39.7384735,-82.5710117
Single Family Residential,1404 Autumn Dr,Lancaster,OH,43130,214900,3,2.5,,2070,11325,1999,70,104,7,Active,,,http://www.redfin.com/OH/Lancaster/1404-Autumn-Dr-43130/home/70624397,39.7460469,-82.6388697
Single Family Residential,970 Elizabeth Dr,Lancaster,OH,43130,159000,4,2,,1680,11761,1979,70,95,,Active,,,http://www.redfin.com/OH/Lancaster/970-Elizabeth-Dr-43130/home/70632767,39.7089427,-82.6273466
Vacant Land,6850 Duncan Rd SW,Lancaster,OH,43130,150000,,,Amanda,1386,704365,1900,72,108,,Active,,,http://www.redfin.com/OH/Lancaster/6850-Duncan-Rd-SW-43130/home/70588433,39.683931,-82.73444
Single Family Residential,515 W 5th Ave,Lancaster,OH,43130,65000,3,1,,1008,2178,1900,74,64,,Active,,,http://www.redfin.com/OH/Lancaster/515-W-5th-Ave-43130/home/70587335,39.7191742,-82.6112195
Vacant Land,0 Ginder Rd NW Unit Tract 2,Lancaster,OH,43130,50000,,,Greenfield,,65340,,77,,,Active,,,http://www.redfin.com/OH/Greenfield-Township/Ginder-Rd-NW-43130/unit-Tract-2/home/162291030,39.773916,-82.597653
Unknown,624 Forest Rose Ave,Lancaster,OH,43130,149900,,,,2662,3484,1900,77,56,,Active,,,http://www.redfin.com/OH/Lancaster/624-Forest-Rose-Ave-43130/home/70622810,39.720701,-82.60569
Single Family Residential,1993 Wacker Dr,Lancaster,OH,43130,459900,6,5,,4850,11325,2004,77,95,,Active,,,http://www.redfin.com/OH/Lancaster/1993-Wacker-Dr-43130/home/70583790,39.7387532,-82.6170671
Unknown,601-603 W 6th Ave,Lancaster,OH,43130,175000,,,,4848,5662,1900,78,36,,Active,,,http://www.redfin.com/OH/Lancaster/601-W-6th-Ave-43130/home/70620406,39.7204116,-82.613035
Single Family Residential,2771 Boving Rd SW,Lancaster,OH,43130,139900,3,2,Hocking,2800,43560,1976,79,50,,Active,,,http://www.redfin.com/OH/Lancaster/2771-Boving-Rd-SW-43130/home/70597217,39.685608,-82.6290773
Vacant Land,1921 E Main St,Lancaster,OH,43130,50000,,,,,22215,,82,,,Active,,,http://www.redfin.com/OH/Lancaster/1921-E-Main-St-43130/home/70626492,39.715553,-82.5577447
Single Family Residential,2634 Prairie Grass Ave,Lancaster,OH,43130,250385,3,2.5,,1803,,2019,84,139,7,Active,,,http://www.redfin.com/OH/Lancaster/2634-Prairie-Grass-Ave-43130/home/164833038,39.7491543,-82.6397045
Single Family Residential,1745 Declaration Dr W,Lancaster,OH,43130,269990,3,2.5,,2500,7840,2018,86,108,,Active,,,http://www.redfin.com/OH/Lancaster/1745-Declaration-Dr-W-43130/home/145278089,39.744696,-82.564697
Single Family Residential,2712 Boving Rd SW,Lancaster,OH,43130,449900,3,2.5,Hocking,2093,386377,1988,87,215,,Active,,,http://www.redfin.com/OH/Lancaster/2712-Boving-Rd-SW-43130/home/70597318,39.6864715,-82.6215421
Single Family Residential,1193 E Fair Ave,Lancaster,OH,43130,145000,3,1,,1309,8276,1951,87,111,,Active,,,http://www.redfin.com/OH/Lancaster/1193-E-Fair-Ave-43130/home/70627195,39.7233585,-82.5776442
Single Family Residential,537 Ross Rd SE,Lancaster,OH,43130,184900,3,2,Berne,1500,13503,1994,88,123,,Active,,,http://www.redfin.com/OH/Lancaster/537-Ross-Rd-SE-43130/home/70590321,39.660874,-82.597503
Single Family Residential,231 Union St,Lancaster,OH,43130,83900,3,2,,1879,5662,1900,88,45,,Active,,,http://www.redfin.com/OH/Lancaster/231-Union-St-43130/home/70622429,39.7177853,-82.6057725
Single Family Residential,4535 Fremar Rd NE,Lancaster,OH,43130,559900,3,3,Pleasant,3296,251776,2004,89,170,,Active,,,http://www.redfin.com/OH/Lancaster/4535-Fremar-Rd-NE-43130/home/70603531,39.792136,-82.581765
Vacant Land,0 Country Club Rd SW,Lancaster,OH,43130,119900,,,Hocking,,560617,,92,,,Active,,,http://www.redfin.com/OH/Lancaster/3100-Country-Club-Rd-SW-43130/home/164420152,39.680025,-82.617235
Vacant Land,0 Fremar Rd NE Lot 4,Lancaster,OH,43130,49900,,,Pleasant,,87120,,92,,,Active,,,http://www.redfin.com/OH/Pleasant-Township/Fremar-Rd-NE-43130/unit-4/home/79746627,39.79094,-82.577457
Vacant Land,0 Nichole Cir,Lancaster,OH,43130,36700,,,,,11325,,93,,,Active,,,http://www.redfin.com/OH/Lancaster/Nichole-Cir-43130/home/70583794,39.739243,-82.617067
Single Family Residential,1100 Sheridan Dr,Lancaster,OH,43130,133900,2,1,,1133,18295,1952,95,118,,Active,,,http://www.redfin.com/OH/Lancaster/1100-Sheridan-Dr-43130/home/70626498,39.728882,-82.573436
Vacant Land,0 Clearcreek Rd SW,Lancaster,OH,43130,64900,,,Madison,,380714,,99,,,Active,,,http://www.redfin.com/OH/Lancaster/Clearcreek-Rd-SW-43130/home/70600736,39.618795,-82.672563
Vacant Land,0 Snortin Ridge Rd SW,Lancaster,OH,43130,172560,,,Madison,,626392,,99,,,Active,,,http://www.redfin.com/OH/Madison-Township/Snortin-Ridge-Rd-SW-43130/home/70586331,39.600976,-82.647623
Unknown,812 W 6th Ave,Lancaster,OH,43130,298767,,,,4800,4791,1900,104,62,,Active,,,http://www.redfin.com/OH/Lancaster/812-W-6th-Ave-43130/home/145719526,39.720171,-82.615992
Vacant Land,1100 Marquette Dr NE,Lancaster,OH,43130,225000,,,Pleasant,,839836,,105,,,Active,,,http://www.redfin.com/OH/Lancaster/1100-Marquette-Dr-NE-43130/home/145731148,39.784355,-82.574742
Single Family Residential,2556 Ridgeway Ave #54,Lancaster,OH,43130,233110,4,1.5,,2035,7405,2019,106,115,19,Active,,,http://www.redfin.com/OH/Lancaster/2556-Ridgeway-Ave-43130/unit-54/home/161494526,39.72797,-82.650246
Vacant Land,0 Marietta Rd NE,Lancaster,OH,43130,79000,,,,,43560,,107,,,Active,,,http://www.redfin.com/OH/Lancaster/Marietta-Rd-NE-Unknown/home/70586468,39.721878,-82.548509
Single Family Residential,315 Reber Ave,Lancaster,OH,43130,72900,3,1.5,,1728,5662,1900,108,42,,Active,,,http://www.redfin.com/OH/Lancaster/315-Reber-Ave-43130/home/70623138,39.7251754,-82.6067015
Single Family Residential,154 Schwilk Rd SE,Lancaster,OH,43130,235000,3,1,Berne,2563,229996,1900,108,92,,Active,,,http://www.redfin.com/OH/Lancaster/154-Schwilk-Rd-SE-43130/home/161416185,39.7203886,-82.5177587
Single Family Residential,2445 Columbus Lancaster Rd,Lancaster,OH,43130,72900,3,2,Lancaster,1404,,2016,109,52,,Active,,,http://www.redfin.com/OH/Lancaster/2445-Columbus-Lancaster-Rd-NW-43130/home/145694411,39.7437825,-82.6460266
Single Family Residential,620 Spring St,Lancaster,OH,43130,104900,3,1,,974,11325,1954,109,108,,Active,,,http://www.redfin.com/OH/Lancaster/620-Spring-St-43130/home/70630112,39.7025121,-82.6119373
Single Family Residential,2445 Columbus Lancaster Rd #246,Lancaster,OH,43130,72900,3,2,Fairfield,1404,,2016,109,52,,Active,,,http://www.redfin.com/OH/Lancaster/2445-Columbus-Lancaster-Rd-NW-43130/unit-246/home/145705042,39.7437825,-82.6460266
Single Family Residential,1077 Sun Ridge St,Lancaster,OH,43130,191900,3,2.5,,1440,7405,2017,112,133,19,Active,,,http://www.redfin.com/OH/Lancaster/1077-Sun-Ridge-St-43130/home/70586966,39.729622,-82.651353
Vacant Land,327 Locust St,Lancaster,OH,43130,5999,,,,,6098,,114,,,Active,,,http://www.redfin.com/OH/Lancaster/327-Locust-St-43130/home/70628664,39.71023,-82.597091
Single Family Residential,1876 Autumn Dr,Lancaster,OH,43130,247900,4,3.5,,3124,10454,2007,116,79,7,Active,,,http://www.redfin.com/OH/Lancaster/1876-Autumn-Dr-43130/home/70586855,39.7526971,-82.6313567
Single Family Residential,44 Hamburg Rd SW,Lancaster,OH,43130,79900,3,1.5,,1420,14374,1900,116,56,,Active,,,http://www.redfin.com/OH/Lancaster/44-Hamburg-Rd-SW-43130/home/70630352,39.695672,-82.60504
Single Family Residential,1695 E Audubon Blvd NW,Lancaster,OH,43130,549900,5,6.5,Bloom,8000,74052,2005,128,69,,Active,,,http://www.redfin.com/OH/Lancaster/1695-E-Audubon-Blvd-NW-43130/home/70592737,39.7566949,-82.7464719
Single Family Residential,938 Washington W,Lancaster,OH,43130,59900,2,1,,817,6534,1906,134,73,,Active,,,http://www.redfin.com/OH/Lancaster/938-Washington-Ave-43130/home/70620073,39.725706,-82.6156527
Single Family Residential,1275 Cincinnati Zanesville Rd SW,Lancaster,OH,43130,219000,3,2,Hocking,2198,145054,1942,140,100,,Active,,,http://www.redfin.com/OH/Lancaster/1275-Cincinnati-Zanesville-Rd-SW-43130/home/70598069,39.7049378,-82.6254892
Single Family Residential,748 E Wheeling St,Lancaster,OH,43130,59900,2,1.5,,1277,7405,1900,142,47,,Active,,,http://www.redfin.com/OH/Lancaster/748-E-Wheeling-St-43130/home/70629195,39.7145495,-82.5864725
Single Family Residential,740 N High St,Lancaster,OH,43130,124900,4,1.5,,1937,5662,1909,142,64,,Active,,,http://www.redfin.com/OH/Lancaster/740-N-High-St-43130/home/70625647,39.7222938,-82.5973268
Vacant Land,2016 Amber Wood Pl,Lancaster,OH,43130,42500,,,,,20037,,143,,,Active,,,http://www.redfin.com/OH/Lancaster/2016-Amber-Wood-Pl-43130/home/70588108,39.7424934,-82.5538209
Vacant Land,2017 Amber Wood Pl,Lancaster,OH,43130,42500,,,,,21780,,143,,,Active,,,http://www.redfin.com/OH/Lancaster/2017-Amber-Wood-Pl-43130/home/70587571,39.7421658,-82.5540184
Vacant Land,0 Hunter Ave,Lancaster,OH,43130,10000,,,,,9583,,155,,,Active,,,http://www.redfin.com/OH/Lancaster/Hunter-Ave-43130/home/70631333,39.710903,-82.61358
Vacant Land,0 E Main St,Lancaster,OH,43130,10000,,,,,35719,,155,,,Active,,,http://www.redfin.com/OH/Lancaster/929-E-Main-St-43130/home/166176198,39.7136866,-82.582152
Vacant Land,2495 Columbus-lancaster Rd NW,Lancaster,OH,43130,10000,,,Greenfield,,10454,,155,,,Active,,,http://www.redfin.com/OH/Lancaster/2495-Columbus-Lancaster-Rd-NW-43130/home/160508720,39.745104,-82.647947
Single Family Residential,486 Kathryn Dr,Lancaster,OH,43130,178990,3,2.5,,1600,10890,2019,164,112,,Active,,,http://www.redfin.com/OH/Lancaster/486-Kathryn-Dr-43130/home/160456579,39.7089204,-82.6336903
Vacant Land,602 Garfield Ave,Lancaster,OH,43130,12000,,,,,5227,,165,,,Active,,,http://www.redfin.com/OH/Lancaster/602-Garfield-Ave-43130/home/160452738,39.720491,-82.617113
Vacant Land,0 Bis Rd Lot 4,Lancaster,OH,43130,80000,,,Hocking,,170755,,169,,,Active,,,http://www.redfin.com/OH/Lancaster/BIS-Rd-SW-43130/unit-4/home/160415338,39.678656,-82.605518
Vacant Land,0 Bis Rd Lot 3,Lancaster,OH,43130,55000,,,Hocking,,117176,,169,,,Active,,,http://www.redfin.com/OH/Lancaster/BIS-Rd-SW-43130/unit-3/home/160411509,39.679898,-82.6058
Vacant Land,0 Bis Rd Lot 2,Lancaster,OH,43130,55000,,,Hocking,,118918,,169,,,Active,,,http://www.redfin.com/OH/Lancaster/BIS-Rd-SW-43130/unit-2/home/160410534,39.679755,-82.605696
Single Family Residential,1903 Pleasantview Dr NE,Lancaster,OH,43130,259900,4,2,Pleasant,3008,22215,1964,193,86,,Active,,,http://www.redfin.com/OH/Lancaster/1903-Pleasantview-Dr-NE-43130/home/70602139,39.7513219,-82.5803055
Vacant Land,0 Declaration Dr,Lancaster,OH,43130,699000,,,,,2352240,,193,,,Active,,,http://www.redfin.com/OH/Lancaster/Declaration-Dr-W-43130/home/70586017,39.746849,-82.563511
Single Family Residential,811 4th St,Lancaster,OH,43130,99900,3,1,,923,5227,1951,200,108,,Active,,,http://www.redfin.com/OH/Lancaster/811-4th-St-43130/home/70630534,39.7027568,-82.5994383
Vacant Land,1936 Country Pl,Lancaster,OH,43130,18500,,,,,16988,,200,,,Active,,,http://www.redfin.com/OH/Lancaster/1936-Country-Pl-43130/home/70626820,39.7467541,-82.5835964
Single Family Residential,1116 E Walnut St,Lancaster,OH,43130,47500,1,1,,488,5227,1900,202,97,,Active,,,http://www.redfin.com/OH/Lancaster/1116-E-Walnut-St-43130/home/70629299,39.711652,-82.5800098
Single Family Residential,1114 E Walnut St,Lancaster,OH,43130,63900,2,1,,768,5227,1975,202,83,,Active,,,http://www.redfin.com/OH/Lancaster/1114-E-Walnut-St-43130/home/70629300,39.7116228,-82.5801788
Single Family Residential,2681 Lancaster-newark Rd NE,Lancaster,OH,43130,279900,4,3.5,Pleasant,3924,44431,1966,204,71,,Active,,,http://www.redfin.com/OH/Lancaster/2681-Lancaster-Newark-Rd-NE-43130/home/70600893,39.7631159,-82.578785
Vacant Land,0 Lincoln Ave,Lancaster,OH,43130,39900,,,,,24829,,220,,,Active,,,http://www.redfin.com/OH/Lancaster/Lincoln-Ave-43130/home/70631966,39.709979,-82.616138
Single Family Residential,2017 Sheridan Dr,Lancaster,OH,43130,399900,4,2.5,Pleasant,6994,47916,1955,223,57,,Active,,,http://www.redfin.com/OH/Lancaster/2017-Sheridan-Dr-43130/home/70601419,39.7500874,-82.5697865
Single Family Residential,424 Leonard Dr,Lancaster,OH,43130,49900,3,1,,1128,23958,1983,224,44,,Active,,,http://www.redfin.com/OH/Lancaster/424-Leonard-Dr-43130/home/70624166,39.737129,-82.604506
Vacant Land,511 Ross Rd SE,Lancaster,OH,43130,19900,,,Berne,,8276,,226,,,Active,,,http://www.redfin.com/OH/Lancaster/511-Ross-Rd-SE-43130/home/70590349,39.6626,-82.601432
Vacant Land,0 Blue Valley Rd SW,Lancaster,OH,43130,199000,,,Hocking,,909532,,233,,,Active,,,http://www.redfin.com/OH/Hocking-Township/Blue-Valley-Rd-SW-43130/home/148430929,39.651097,-82.60878
Vacant Land,2106 Pleasantville Rd,Lancaster,OH,43130,825000,,,,,3693888,,234,,,Active,,,http://www.redfin.com/OH/Lancaster/2106-Pleasantville-Rd-43130/home/148428157,39.746529,-82.555597
Vacant Land,0 Lookout Rd SW,Lancaster,OH,43130,850000,,,Perry,,10308038,,234,,,Active,,,http://www.redfin.com/OH/Madison-Township/Lookout-Rd-SW-43130/home/70601022,39.568701,-82.669767
Unknown,1875 Cedar Hill Rd,Lancaster,OH,43130,625000,,,,9016,26571,1988,237,69,,Active,,,http://www.redfin.com/OH/Lancaster/1875-Cedar-Hill-Rd-43130/home/70630270,39.7144201,-82.6325175
Vacant Land,Sugar Grove Rd,Lancaster,OH,43130,10000,,,Lancaster,,13503,,241,,,Active,,,http://www.redfin.com/OH/Lancaster/Sugar-Grove-Rd-43130/home/167115320,39.7005237,-82.587188
Vacant Land,649 E Mulberry St,Lancaster,OH,43130,14000,,,,1472,7405,1900,250,10,,Active,,,http://www.redfin.com/OH/Lancaster/649-E-Mulberry-St-43130/home/70625741,39.71598,-82.5887956
Multi-Family (2-4 Unit),540 E Chestnut St,Lancaster,OH,43130,94500,,,,2453,6098,1900,260,39,,Active,,,http://www.redfin.com/OH/Lancaster/540-E-Chestnut-St-43130/home/70628519,39.7121496,-82.5921744
Single Family Residential,338 Sixteenth St,Lancaster,OH,43130,35000,2,1,,900,871,1900,296,39,229,Active,,,http://www.redfin.com/OH/Lancaster/338-Sixteenth-St-43130/home/147385393,39.729693,-82.637554
Vacant Land,0 Cincinnati-zanesville Rd NE,Lancaster,OH,43130,124900,,,Pleasant,,551034,,308,,,Active,,,http://www.redfin.com/OH/Lancaster/6675-Cincinnati-Zanesville-Rd-NE-43130/home/146625464,39.75449,-82.4668841
Vacant Land,310 Mt Zion Rd SW,Lancaster,OH,43130,77900,,,Hocking,,158122,,342,,,Active,,,http://www.redfin.com/OH/Lancaster/310-Mount-Zion-Rd-SW-43130/home/146779510,39.728442,-82.7024069
Single Family Residential,118 E Allen St,Lancaster,OH,43130,240000,3,1.5,,1880,4356,1900,370,128,,Active,,,http://www.redfin.com/OH/Lancaster/118-E-Allen-St-43130/home/70626335,39.720918,-82.6008742
Vacant Land,0 Dornoch Dr Lot 13,Lancaster,OH,43130,29000,,,,,13939,,378,,,Active,,,http://www.redfin.com/OH/Lancaster/Dornoch-Dr-43130/unit-13/home/79759671,39.708788,-82.630573
Vacant Land,0 Dornoch Dr Lot 12,Lancaster,OH,43130,30000,,,,,18295,,378,,,Active,,,http://www.redfin.com/OH/Lancaster/Dornoch-Dr-43130/unit-12/home/79759670,39.708788,-82.630583
Single Family Residential,2910 Sugar Grove Ln,,OH,43130,100920,3,1,,,,1900,389,,,Active,,,http://www.redfin.com/OH/Lancaster/2910-Sugar-Grove-Rd-SE-43130/home/70589254,39.679913,-82.559127
Vacant Land,0 Oakmont Ln NE,Lancaster,OH,43130,25000,,,Pleasant,,37026,,450,,,Active,,,http://www.redfin.com/OH/Pleasant-Township/Oakmont-Ln-NE-43130/home/70603154,39.782142,-82.574116
Vacant Land,554 E Main St,Lancaster,OH,43130,21900,,,,,9147,,458,,,Active,,,http://www.redfin.com/OH/Lancaster/554-E-Main-St-43130/home/70628432,39.713141,-82.5917
Vacant Land,1285 Mount Zion Rd SW,Lancaster,OH,43130,74900,,,Hocking,,71438,,476,,,Active,,,http://www.redfin.com/OH/Lancaster/1285-Mount-Zion-Rd-SW-43130/unit-1/home/109295798,39.711494,-82.704444
Vacant Land,1083 Mount Zion Rd SW,Lancaster,OH,43130,149900,,,Hocking,,339768,,476,,,Active,,,http://www.redfin.com/OH/Lancaster/1083-Mount-Zion-Rd-SW-43130/unit-5/home/109295799,39.714965,-82.704576
